{1681692777, 846930886, 1804289383, 0.0},
{424238335, 1957747793, 1714636915, 0.0},
{596516649, 1649760492, 719885386, 0.0},
{1350490027, 1025202362, 1189641421, 0.0},
{2044897763, 1102520059, 783368690, 0.0},
{1540383426, 1365180540, 1967513926, 0.0},
{35005211, 1303455736, 304089172, 0.0},
{1726956429, 294702567, 521595368, 0.0},
{278722862, 861021530, 336465782, 0.0},
{468703135, 2145174067, 233665123, 0.0},
{1315634022, 1801979802, 1101513929, 0.0},
{1125898167, 1369133069, 635723058, 0.0},
{628175011, 2089018456, 1059961393, 0.0},
{1653377373, 1131176229, 1656478042, 0.0},
{608413784, 1914544919, 859484421, 0.0},
{1973594324, 1734575198, 756898537, 0.0},
{1129566413, 2038664370, 149798315, 0.0},
{1424268980, 412776091, 184803526, 0.0},
{137806862, 749241873, 1911759956, 0.0},
{135497281, 982906996, 42999170, 0.0},
{1937477084, 2084420925, 511702305, 0.0},
{1159126505, 572660336, 1827336327, 0.0},
{1100661313, 1632621729, 805750846, 0.0},
{84353895, 1141616124, 1433925857, 0.0},
{1998898814, 2001100545, 939819582, 0.0},
{1585990364, 610515434, 1548233367, 0.0},
{1477171087, 760313750, 1374344043, 0.0},
{1889947178, 945117276, 356426808, 0.0},
{491705403, 709393584, 1780695788, 0.0},
{1474612399, 752392754, 1918502651, 0.0},
{1411549676, 1264095060, 2053999932, 0.0},
{1984210012, 943947739, 1843993368, 0.0},
{1469348094, 1749698586, 855636226, 0.0},
{463480570, 1036140795, 1956297539, 0.0},
{317097467, 1975960378, 2040651434, 0.0},
{927612902, 1376710097, 1892066601, 0.0},
{1687926652, 603570492, 1330573317, 0.0},
{485560280, 959997301, 660260756, 0.0},
{1194953865, 593209441, 402724286, 0.0},
{1947346619, 364228444, 894429689, 0.0},
{1063958031, 270744729, 221558440, 0.0},
{2007905771, 2114738097, 1633108117, 0.0},
{1610120709, 822890675, 1469834481, 0.0},
{498777856, 631704567, 791698927, 0.0},
{327254586, 524872353, 1255179497, 0.0},
{1703964683, 269455306, 1572276965, 0.0},
{160051528, 1600028624, 352406219, 0.0},
{1120048829, 112805732, 2040332871, 0.0},
{1713258270, 515530019, 378409503, 0.0},
{2077486715, 1409959708, 1573363368, 0.0},
{200747796, 1631518149, 1373226340, 0.0},
{168002245, 1117142618, 289700723, 0.0},
{990892921, 439493451, 150122846, 0.0},
{1622597488, 1231192379, 1760243555, 0.0},
{2147469841, 338888228, 111537764, 0.0},
{269441500, 1911165193, 438792350, 0.0},
{1869470124, 116087764, 2142757034, 0.0},
{1982275856, 8936987, 155324914, 0.0},
{350322227, 387346491, 1275373743, 0.0},
{1760281936, 1960709859, 841148365, 0.0},
{1244316437, 1186452551, 771151432, 0.0},
{213975407, 1476153275, 971899228, 0.0},
{653468858, 1626276121, 1139901474, 0.0},
